label,content,content_de
surprise,"""Ah, heavens,"" she said, ""is it possible that my poor children whom he has swallowed down for his supper, can be still alive?""","""Ach, Himmel"", sagte sie, ""ist es möglich, dass meine armen Kinder, die er zu seinem Abendessen verschlungen hat, noch am Leben sind?"""
joy,What rejoicing there was!,Welche Freude war da!
joy,"They embraced their dear mother, and jumped like a tailor at his wedding.",Sie umarmten ihre liebe Mutter und sprangen wie ein Schneider bei seiner Hochzeit.
joy,"When the seven kids saw that, they came running to the spot and cried aloud: ""The wolf is dead!","Als die sieben Kinder das sahen, kamen sie zur Stelle gerannt und riefen laut: „Der Wolf ist tot!"
joy,"The wolf is dead!"" and danced for joy round about the well with their mother.","Der Wolf ist tot!"" und tanzten mit ihrer Mutter vor Freude um den Brunnen herum."
sadness,"""How lonely it is, wife,"" said he, as he puffed out a long curl of smoke, ""for you and me to sit here by ourselves, without any children to play about and amuse us while other people seem so happy and merry with their children!""","„Wie einsam ist es, Frau,“ sagte er, während er eine lange Rauchfahne ausstieß, „dass du und ich hier allein sitzen, ohne Kinder, mit denen wir spielen und uns amüsieren könnten, während andere Leute so glücklich und fröhlich wirken mit Ihren Kindern!"""
sadness,"""What you say is very true,"" said the wife, sighing, and turning round her wheel; ""how happy should I be if I had but one child!","""Was Sie sagen, ist sehr wahr,"" sagte die Frau, seufzend, und drehte ihr Rad um; „Wie glücklich wäre ich, wenn ich nur ein Kind hätte!"
joy,"So they said, ""Well, we cannot say we have not got what we wished for, and, little as he is, we will love him dearly.""","Also sagten sie: ""Nun, wir können nicht sagen, dass wir nicht bekommen haben, was wir uns gewünscht haben, und so klein er auch ist, wir werden ihn sehr lieben."""
surprise,"When the time came the mother harnessed the horse to the cart, and put Tom into his ear; and as he sat there the little man told the beast how to go, crying out, ""Go on!"" and ""Stop!"" as he wanted: and thus the horse went on just as well as if the woodman had driven it himself into the wood.","Als es soweit war, spannte die Mutter das Pferd vor den Karren und steckte ihm Tom ins Ohr; und als er dort saß, sagte der kleine Mann dem Tier, wie es gehen sollte, und rief: ""Geh weiter!"" und stoppen!"" wie er wollte: und so ging das Pferd so gut weiter, als hätte der Holzfäller es selbst in den Wald getrieben."
joy,"""Good night, my masters!"" said he, ""I""m off! mind and look sharp after me the next time.""","""Gute Nacht, meine Herren!"" sagte er, ""Ich bin weg! Pass auf und schau mir das nächste Mal scharf nach."""
surprise,"He still, however, slept on, and did not awake till he found himself in the mouth of the cow; for the cook had put the hay into the cow""s rick, and the cow had taken Tom up in a mouthful of it.","Er schlief jedoch weiter und erwachte nicht, bis er sich im Maul der Kuh fand; denn der Koch hatte das Heu in den Kuhstall getan, und die Kuh hatte Tom mit einem Bissen davon aufgenommen."
fear,"But he soon found out where he really was; and was forced to have all his wits about him, that he might not get between the cow""s teeth, and so be crushed to death.","Aber er fand bald heraus, wo er wirklich war; und war gezwungen, all seinen Verstand bei sich zu haben, damit er nicht zwischen die Zähne der Kuh käme und so zu Tode gequetscht würde."
fear,"""It is rather dark,"" said he; ""they forgot to build windows in this room to let the sun in; a candle would be no bad thing.""","""Es ist ziemlich dunkel,"" sagte er; ""Sie haben vergessen, Fenster in dieses Zimmer zu bauen, um die Sonne hereinzulassen; eine Kerze wäre keine schlechte Sache."""
surprise,"A hungry wolf sprang out, and swallowed up the whole stomach, with Tom in it, at one gulp, and ran away.",Ein hungriger Wolf sprang heraus und verschlang den ganzen Magen mit Tom darin in einem Zug und rannte davon.
joy,"And his father said, ""Heaven be praised! we have found our dear child again""; and he told his wife not to use the scythe for fear she should hurt him.","Und sein Vater sagte: ""Der Himmel sei gepriesen! Wir haben unser liebes Kind wiedergefunden""; und er sagte seiner Frau, sie solle die Sense nicht benutzen, aus Angst, sie könnte ihn verletzen."
joy,"Then he aimed a great blow, and struck the wolf on the head, and killed him on the spot! and when he was dead they cut open his body, and set Tommy free.","Dann zielte er mit einem großen Schlag und schlug dem Wolf auf den Kopf und tötete ihn auf der Stelle! und als er tot war, schnitten sie seinen Körper auf und ließen Tommy frei."
joy,"""Ah!"" said the father, ""what fears we have had for you!""","""Ah!"" sagte der Vater, ""was haben wir für dich gefürchtet!"""
joy,"""Yes, father,"" answered he; ""I have travelled all over the world, I think, in one way or other, since we parted; and now I am very glad to come home and get fresh air again.""","""Ja, Vater,"" antwortete er; ""Ich bin, glaube ich, auf die eine oder andere Weise um die ganze Welt gereist, seit wir uns getrennt haben, und jetzt bin ich sehr froh, nach Hause zu kommen und wieder frische Luft zu schnappen."""
joy,"""Well,"" said they, ""you are come back, and we will not sell you again for all the riches in the world.""","""Nun"", sagten sie, ""du bist zurückgekommen, und wir werden dich nicht wieder für alle Reichtümer der Welt verkaufen."""
joy,"Then they hugged and kissed their dear little son, and gave him plenty to eat and drink, for he was very hungry; and then they fetched new clothes for him, for his old ones had been quite spoiled on his journey.","Dann umarmten und küßten sie ihren lieben kleinen Sohn und gaben ihm viel zu essen und zu trinken, denn er war sehr hungrig; und dann holten sie neue Kleider für ihn, denn seine alten waren auf der Reise ziemlich verdorben."
joy,"So Master Thumb stayed at home with his father and mother, in peace; for though he had been so great a traveller, and had done and seen so many fine things, and was fond enough of telling the whole story, he always agreed that, after all, there""s no place like HOME!","So blieb Meister Daumen zu Hause bei Vater und Mutter in Frieden; denn obwohl er ein so großer Reisender gewesen war und so viele schöne Dinge getan und gesehen hatte und es liebte, die ganze Geschichte zu erzählen, stimmte er immer zu, dass es schließlich keinen Ort wie ZU HAUSE gibt!"
fear,"""It is very unpleasant, I am afraid of the police,"" said Pickles.","""Es ist sehr unangenehm, ich habe Angst vor der Polizei"", sagte Pickles."
fear,"""I am dreadfully afraid it WILL be mouse!"" said Duchess to herself--""I really couldn't, COULDN'T eat mouse pie.","""Ich habe schreckliche Angst, dass es eine Maus sein wird!"" sagte die Herzogin zu sich selbst – „Ich konnte wirklich nicht, KONNTE keinen Mäusekuchen essen."
joy,"""Quite well, I thank you, and how do YOU do, my dear Ribby?"" said Duchess.","""Ganz gut, ich danke dir, und wie geht es DIR, mein lieber Ribby?"" sagte Herzogin."
joy,"""I've brought you some flowers; what a delicious smell of pie!""","""Ich habe dir ein paar Blumen mitgebracht; was für ein köstlicher Kuchenduft!"""
joy,"""Oh, what lovely flowers!","„Oh, was für schöne Blumen!"
fear,"Oh, my dear Ribby, I do feel so ill!""","Oh, mein lieber Ribby, mir ist so schlecht!"""
fear,"""Oh I do feel so ill ALL OVER me, my dear Ribby.""","""Oh, ich fühle mich so schlecht, mein lieber Ribby."""
fear,"But while Ribby had been hunting for the doctor--a curious thing had happened to Duchess, who had been left by herself, sitting before the fire, sighing and groaning and feeling very unhappy.","Aber während Ribby nach dem Arzt gesucht hatte, war Duchess etwas Seltsames passiert, das allein vor dem Feuer saß, seufzte und stöhnte und sich sehr unglücklich fühlte."
surprise,"""How COULD I have swallowed it! such a large thing as a patty-pan!""","""Wie hätte ich es schlucken können! So ein großes Ding wie eine Pastetchenpfanne!"""
sadness,"She sat down again, and stared mournfully at the grate.",Sie setzte sich wieder und starrte traurig auf das Gitter.
surprise,Duchess started!,Herzogin hat angefangen!
joy,"""I am truly glad to hear it!",„Das freut mich wirklich zu hören!
joy,"Ribby and Duchess said good-bye affectionately, and Duchess started home.","Ribby und Duchess verabschiedeten sich liebevoll, und Duchess machte sich auf den Heimweg."
surprise,"Ribby stared with amazement-- ""Did you ever see the like! so there really WAS a patty-pan?",Ribby starrte sie erstaunt an – „Hast du jemals so etwas gesehen! Also gab es wirklich eine Pastetchenpfanne?
fear,Mrs. Tabitha became more and more distracted and mewed dreadfully.,Frau Tabitha wurde immer abgelenkter und miaute fürchterlich.
fear,"But just at that moment somebody knocked at the front door, and Moppet jumped into the flour barrel in a fright.","Aber gerade in diesem Moment klopfte jemand an die Haustür, und Moppet sprang erschrocken in das Mehlfass."
fear,Mittens ran away to the dairy and hid in an empty jar on the stone shelf where the milk pans stand.,"Fäustlinge rannten zur Molkerei und versteckten sich in einem leeren Krug auf dem Steinregal, wo die Milchpfannen stehen."
sadness,"I'm in sad trouble, Cousin Ribby,"" said Tabitha, shedding tears.","Ich bin in traurigen Schwierigkeiten, Cousin Ribby“, sagte Tabitha und vergoss Tränen."
surprise,"""The chimney wants sweeping-- Oh, dear me, Cousin Ribby--now Moppet and Mittens are gone!","„Der Schornstein muss gefegt werden – ach du meine Güte, Cousin Ribby – jetzt sind Moppet und Fäustlinge weg!"
